pod index,Alastor,K8s_LeastAllocated,K8s_MostAllocated,K8s_RequestedToCapacityRatio
"78,0","1,0","1,0","0,769","1,0"
"79,0","1,0","1,0","0,769","1,0"
"80,0","1,0","1,0","0,769","1,0"
"81,0","1,0","1,0","0,769","1,0"
"82,0","1,0","1,0","0,769","1,0"
"83,0","1,0","1,0","0,769","1,0"
"84,0","1,0","1,0","0,769","1,0"
"85,0","1,0","1,0","0,769","1,0"
"86,0","1,0","1,0","0,769","1,0"
"87,0","1,0","1,0","0,769","1,0"
"88,0","1,0","1,0","0,769","1,0"
"89,0","1,0","1,0","0,769","1,0"
"90,0","1,0","1,0","0,769","1,0"
"91,0","1,0","1,0","0,769","1,0"
"92,0","1,0","1,0","1,0","1,0"
"93,0","1,0","1,0","1,0","1,0"
"94,0","1,0","1,0","1,0","1,0"
"95,0","1,0","1,0","1,0","1,0"
"96,0","1,0","1,0","1,0","1,0"
"97,0","1,0","1,0","1,0","1,0"
"98,0","1,0","1,0","1,0","1,0"
"99,0","1,0","1,0","1,0","1,0"
"100,0","1,0","1,0","1,0","1,0"
"101,0","1,0","1,0","1,0","1,0"
"102,0","1,0","1,0","1,0","1,0"
"103,0","1,0","1,0","1,0","1,0"
"104,0","1,0","1,0","1,0","1,0"
"105,0","1,0","1,0","1,0","1,0"
"106,0","1,0","1,0","1,0","1,0"
"107,0","1,0","1,0","1,0","1,0"
"108,0","1,0","1,0","1,0","1,0"
"109,0","1,0","1,0","1,0","1,0"
"110,0","1,0","1,0","1,0","1,0"
"111,0","1,0","1,0","1,0","1,0"
"112,0","1,0","1,0","1,0","1,0"
"113,0","1,0","1,0","1,0","1,0"
"114,0","1,0","1,0","1,0","1,0"
"115,0","1,0","1,0","1,0","1,0"
"116,0","1,0","1,0","1,0","1,0"
"117,0","1,0","1,0","1,0","1,0"
"118,0","1,0","1,0","1,0","1,0"
"119,0","1,0","1,0","1,0","1,0"
"120,0","1,0","1,0","1,0","1,0"
"121,0","1,0","1,0","1,0","1,0"
"122,0","1,0","1,0","1,0","1,0"
"123,0","1,0","1,0","1,0","1,0"
"124,0","1,0","1,0","1,0","1,0"
"125,0","1,0","1,0","1,0","1,0"
"126,0","1,0","1,0","1,0","1,0"
"127,0","1,0","1,0","1,0","1,0"
"128,0","1,0","1,0","1,0","1,0"
"129,0","1,0","1,0","1,0","1,0"
"130,0","1,0","1,0","1,0","1,0"
"131,0","1,0","1,0","1,0","1,0"
"132,0","1,0","1,0","1,0","1,0"
"133,0","1,0","1,0","1,0","1,0"
"134,0","1,0","1,0","1,0","1,0"
"135,0","1,0","1,0","1,0","1,0"
"136,0","1,0","1,0","1,0","1,0"
"137,0","1,0","1,0","1,0","1,0"
"138,0","1,0","1,0","1,0","1,0"
"139,0","1,0","1,0","1,0","1,0"
"140,0","1,0","1,0","1,0","1,0"
"141,0","1,0","1,0","1,0","1,0"
"142,0","1,0","1,0","1,0","1,0"
"143,0","1,0","1,0","1,0","1,0"
"144,0","1,0","1,0","1,0","1,0"
"145,0","1,0","1,0","1,0","1,0"
"146,0","1,0","1,0","1,0","1,0"
"147,0","1,0","1,0","1,0","1,0"
"148,0","1,0","1,0","1,0","1,0"
"149,0","1,0","1,0","1,0","1,0"
"150,0","1,0","1,0","1,0","1,0"
"151,0","1,0","1,0","1,0","1,0"
"152,0","1,0","1,0","1,0","1,0"
"153,0","1,0","1,0","1,0","1,0"
"154,0","1,0","1,0","1,0","1,0"
"155,0","1,0","1,0","1,0","1,0"
"156,0","1,0","1,0","1,0","1,0"
"157,0","1,0","1,0","1,0","1,0"
"158,0","1,0","1,0","1,0","1,0"
"159,0","1,0","1,0","1,0","1,0"
"160,0","1,0","1,0","1,0","1,0"
"161,0","1,0","1,0","1,0","1,0"
"162,0","1,0","1,0","1,0","1,0"
"163,0","1,0","1,0","1,0","1,0"
"164,0","1,0","1,0","1,0","1,0"
"165,0","1,0","1,0","1,0","1,0"
"166,0","1,0","1,0","1,0","1,0"
"167,0","1,0","1,0","1,0","1,0"
"168,0","1,0","1,0","1,0","1,0"
"169,0","1,0","1,0","1,0","1,0"
"170,0","1,0","1,0","1,0","1,0"
"171,0","1,0","1,0","1,0","1,0"
"172,0","1,0","1,0","1,0","1,0"
"173,0","1,0","1,0","0,769","1,0"
"174,0","1,0","1,0","0,769","1,0"
"175,0","1,0","1,0","0,769","1,0"
"176,0","1,0","1,0","0,624","1,0"
"177,0","1,0","1,0","0,624","1,0"
"178,0","1,0","1,0","0,624","1,0"
"179,0","1,0","1,0","0,624","1,0"
"180,0","1,0","1,0","0,624","1,0"
"181,0","1,0","1,0","0,624","1,0"
"182,0","1,0","1,0","0,624","1,0"
"183,0","1,0","1,0","0,624","1,0"
"184,0","1,0","1,0","0,624","1,0"
"185,0","1,0","1,0","0,624","1,0"
"186,0","1,0","1,0","0,624","1,0"
"187,0","1,0","1,0","0,624","1,0"
"188,0","1,0","1,0","0,624","1,0"
"189,0","1,0","1,0","0,624","1,0"
"190,0","1,0","1,0","0,624","1,0"
"191,0","1,0","1,0","0,624","1,0"
"192,0","1,0","1,0","0,769","1,0"
"193,0","1,0","1,0","0,769","1,0"
"194,0","1,0","1,0","0,769","1,0"
"195,0","1,0","1,0","0,769","1,0"
"196,0","1,0","1,0","0,769","1,0"
"197,0","1,0","1,0","0,769","1,0"
"198,0","1,0","1,0","0,769","1,0"
"199,0","1,0","1,0","0,769","1,0"
"200,0","1,0","1,0","0,769","1,0"
"201,0","1,0","1,0","0,769","1,0"
"202,0","1,0","1,0","0,769","1,0"
"203,0","1,0","1,0","0,769","1,0"
"204,0","1,0","1,0","0,769","1,0"
"205,0","1,0","1,0","0,769","1,0"
"206,0","1,0","1,0","0,769","1,0"
"207,0","1,0","1,0","0,769","1,0"
"208,0","1,0","1,0","0,769","1,0"
"209,0","1,0","1,0","0,769","0,769"
"210,0","1,0","1,0","0,769","0,769"
"211,0","1,0","1,0","0,769","0,769"
"212,0","1,0","1,0","0,769","0,769"
"213,0","1,0","1,0","0,769","0,769"
"214,0","1,0","1,0","0,769","0,769"
"215,0","1,0","1,0","0,769","0,769"
"216,0","1,0","1,0","0,769","0,769"
"217,0","1,0","1,0","0,769","0,769"
"218,0","1,0","1,0","0,769","0,769"
"219,0","1,0","1,0","0,769","0,769"
"220,0","0,769","1,0","0,769","0,769"
"221,0","0,769","1,0","0,769","0,769"
"222,0","1,0","1,0","0,769","0,769"
"223,0","1,0","1,0","0,769","0,769"
"224,0","1,0","1,0","0,769","0,769"
"225,0","1,0","1,0","0,769","0,769"
"226,0","1,0","1,0","0,769","0,769"
"227,0","1,0","1,0","0,769","0,769"
"228,0","1,0","1,0","0,769","0,769"
"229,0","1,0","1,0","0,769","0,769"
"230,0","1,0","1,0","0,769","0,769"
"231,0","1,0","1,0","0,769","0,769"
"232,0","1,0","1,0","0,769","0,769"
"233,0","1,0","1,0","0,769","0,769"
"234,0","1,0","1,0","0,769","0,769"
"235,0","1,0","1,0","0,769","0,769"
"236,0","1,0","1,0","0,769","0,769"
"237,0","1,0","1,0","0,769","0,769"
"238,0","1,0","1,0","0,769","0,769"
"239,0","1,0","1,0","0,769","0,769"
"240,0","1,0","1,0","0,769","0,769"
"241,0","1,0","1,0","0,769","0,769"
"242,0","1,0","1,0","0,769","0,769"
"243,0","1,0","1,0","0,769","0,769"
"244,0","1,0","1,0","0,769","0,769"
"245,0","1,0","1,0","0,769","0,769"
"246,0","1,0","1,0","0,769","0,769"
"247,0","1,0","1,0","0,769","0,769"
"248,0","1,0","1,0","0,769","0,769"
"249,0","1,0","1,0","0,769","0,769"
"250,0","1,0","1,0","0,769","0,769"
"251,0","1,0","1,0","0,769","1,0"
"252,0","1,0","1,0","0,769","1,0"
"253,0","1,0","1,0","0,769","1,0"
"254,0","1,0","1,0","0,769","1,0"
"255,0","1,0","1,0","0,769","1,0"
"256,0","1,0","1,0","0,769","1,0"
"257,0","1,0","1,0","0,769","1,0"
"258,0","1,0","1,0","0,769","1,0"
"259,0","1,0","1,0","0,769","1,0"
"260,0","1,0","1,0","0,769","1,0"
"261,0","1,0","1,0","0,769","1,0"
"262,0","1,0","1,0","0,769","1,0"
"263,0","1,0","1,0","0,769","1,0"
"264,0","1,0","1,0","0,769","1,0"
"265,0","1,0","1,0","0,769","1,0"
"266,0","1,0","1,0","0,769","1,0"
"267,0","1,0","1,0","0,769","1,0"
"268,0","1,0","1,0","0,769","1,0"
"269,0","1,0","1,0","0,769","1,0"
"270,0","1,0","1,0","0,769","1,0"
"271,0","1,0","1,0","0,769","1,0"
"272,0","1,0","1,0","1,0","1,0"
"273,0","1,0","1,0","1,0","1,0"
"274,0","1,0","1,0","1,0","1,0"
"275,0","1,0","1,0","1,0","1,0"
"276,0","1,0","1,0","1,0","1,0"
"277,0","1,0","1,0","1,0","1,0"
"278,0","1,0","1,0","1,0","1,0"
"279,0","1,0","1,0","1,0","1,0"
"280,0","1,0","1,0","1,0","1,0"
"281,0","1,0","1,0","1,0","1,0"
"282,0","1,0","1,0","1,0","1,0"
"283,0","1,0","1,0","1,0","1,0"
"284,0","1,0","1,0","1,0","1,0"
"285,0","1,0","1,0","1,0","1,0"
"286,0","1,0","1,0","1,0","1,0"
"287,0","1,0","1,0","1,0","1,0"
"288,0","1,0","1,0","1,0","1,0"
"289,0","1,0","1,0","1,0","1,0"
"290,0","1,0","1,0","1,0","1,0"
"291,0","1,0","1,0","1,0","1,0"
"292,0","1,0","1,0","1,0","1,0"
"293,0","1,0","1,0","1,0","1,0"
"294,0","1,0","1,0","1,0","1,0"
"295,0","1,0","1,0","1,0","1,0"
"296,0","1,0","1,0","1,0","1,0"
"297,0","1,0","1,0","0,769","1,0"
"298,0","1,0","1,0","0,769","1,0"
"299,0","1,0","1,0","0,769","1,0"
"300,0","1,0","1,0","0,769","1,0"
"301,0","1,0","1,0","0,769","1,0"
"302,0","1,0","1,0","0,769","1,0"
"303,0","1,0","1,0","0,769","1,0"
"304,0","1,0","1,0","0,769","1,0"
"305,0","1,0","1,0","0,769","1,0"
"306,0","1,0","1,0","0,769","1,0"
"307,0","1,0","1,0","0,769","1,0"
"308,0","1,0","1,0","0,769","1,0"
"309,0","1,0","1,0","0,769","1,0"
"310,0","1,0","1,0","0,769","1,0"
"311,0","1,0","1,0","0,769","1,0"
"312,0","1,0","1,0","0,769","1,0"
"313,0","1,0","1,0","0,769","1,0"
"314,0","1,0","1,0","0,769","1,0"
"315,0","1,0","1,0","0,769","1,0"
"316,0","1,0","1,0","0,769","1,0"
"317,0","1,0","1,0","0,769","1,0"
"318,0","1,0","1,0","0,769","1,0"
"319,0","1,0","1,0","0,769","1,0"
"320,0","1,0","1,0","0,769","1,0"
"321,0","1,0","1,0","0,769","1,0"
"322,0","1,0","1,0","0,769","1,0"
"323,0","1,0","1,0","0,769","1,0"
"324,0","1,0","1,0","0,769","1,0"
"325,0","1,0","1,0","0,769","1,0"
"326,0","1,0","1,0","0,769","1,0"
"327,0","1,0","1,0","0,769","1,0"
"328,0","1,0","1,0","0,769","1,0"
"329,0","1,0","1,0","0,769","1,0"
"330,0","1,0","1,0","0,652","0,769"
"331,0","1,0","1,0","0,652","0,769"
"332,0","1,0","1,0","0,652","0,769"
"333,0","1,0","1,0","0,652","0,769"
"334,0","1,0","1,0","0,652","0,652"
"335,0","1,0","1,0","0,652","0,652"
"336,0","1,0","1,0","0,652","0,652"
"337,0","1,0","1,0","0,652","0,769"
"338,0","1,0","1,0","0,652","0,769"
"339,0","1,0","1,0","0,652","0,769"
"340,0","1,0","1,0","0,652","0,769"
"341,0","1,0","1,0","0,652","0,769"
"342,0","1,0","1,0","0,652","0,769"
"343,0","1,0","1,0","0,652","0,769"
"344,0","1,0","1,0","0,652","0,769"
"345,0","1,0","1,0","0,652","0,769"
"346,0","1,0","1,0","0,652","0,769"
"347,0","1,0","1,0","0,652","0,769"
"348,0","1,0","1,0","0,652","0,769"
"349,0","1,0","1,0","0,652","0,769"
"350,0","1,0","1,0","0,652","0,769"
"351,0","1,0","1,0","0,652","0,769"
"352,0","1,0","1,0","0,652","0,769"
"353,0","1,0","1,0","0,652","0,769"
"354,0","1,0","1,0","0,652","0,769"
"355,0","1,0","1,0","0,652","0,769"
"356,0","1,0","1,0","0,652","0,769"
"357,0","1,0","1,0","0,652","0,769"
"358,0","1,0","1,0","0,652","0,769"
"359,0","1,0","1,0","0,652","0,769"
"360,0","1,0","1,0","0,652","0,769"
"361,0","1,0","1,0","0,652","0,769"
"362,0","1,0","1,0","0,652","0,769"
"363,0","1,0","1,0","0,652","0,769"
"364,0","1,0","1,0","0,652","0,769"
"365,0","0,887","1,0","0,652","0,769"
"366,0","0,887","1,0","0,652","0,769"
"367,0","1,0","1,0","0,652","0,769"
"368,0","1,0","1,0","0,652","0,769"
"369,0","1,0","1,0","0,652","1,0"
"370,0","1,0","1,0","0,769","1,0"
"371,0","1,0","1,0","0,769","1,0"
"372,0","1,0","1,0","0,769","1,0"
"373,0","1,0","1,0","0,769","1,0"
"374,0","1,0","1,0","0,769","1,0"
"375,0","1,0","1,0","0,769","1,0"
"376,0","0,828","1,0","0,638","0,828"
"377,0","0,828","1,0","0,638","0,828"
"378,0","0,828","1,0","0,638","0,828"
"379,0","0,828","1,0","0,638","0,828"
"380,0","0,828","1,0","0,638","0,828"
"381,0","0,828","1,0","0,638","0,828"
"382,0","0,828","1,0","0,638","0,828"
"383,0","0,828","1,0","0,638","0,828"
"384,0","0,828","1,0","0,638","1,0"
"385,0","0,828","1,0","0,638","1,0"
"386,0","0,828","1,0","0,638","1,0"
"387,0","0,828","1,0","0,638","1,0"
"388,0","0,828","1,0","0,638","1,0"
"389,0","0,828","1,0","0,638","1,0"
"390,0","0,828","1,0","0,638","1,0"
"391,0","0,828","1,0","0,638","1,0"
"392,0","0,828","1,0","0,638","1,0"
"393,0","0,828","1,0","0,638","1,0"
"394,0","0,828","1,0","0,638","1,0"
"395,0","0,828","1,0","0,638","1,0"
"396,0","0,828","1,0","0,638","1,0"
"397,0","0,828","1,0","0,638","1,0"
"398,0","0,828","1,0","0,638","1,0"
"399,0","0,828","1,0","0,638","1,0"
"400,0","0,828","1,0","0,638","1,0"
"401,0","0,828","1,0","0,638","1,0"
"402,0","0,828","1,0","0,638","1,0"
"403,0","0,828","1,0","0,638","1,0"
"404,0","0,828","1,0","0,638","1,0"
"405,0","0,828","1,0","0,638","1,0"
"406,0","0,828","1,0","0,638","1,0"
"407,0","0,828","1,0","0,638","1,0"
"408,0","0,828","1,0","0,638","1,0"
"409,0","0,828","1,0","0,638","0,902"
"410,0","0,828","1,0","0,517","0,902"
"411,0","0,828","1,0","0,517","0,902"
"412,0","0,828","1,0","0,517","0,902"
"413,0","0,828","1,0","0,517","0,902"
"414,0","0,828","1,0","0,517","0,902"
"415,0","0,828","1,0","0,517","0,902"
"416,0","0,828","1,0","0,517","0,902"
"417,0","0,828","1,0","0,517","0,902"
"418,0","0,828","1,0","0,517","0,902"
"419,0","0,828","1,0","0,517","0,902"
"420,0","0,828","1,0","0,517","0,902"
"421,0","0,828","1,0","0,517","0,902"
"422,0","0,828","1,0","0,517","0,902"
"423,0","0,828","1,0","0,517","1,0"
"424,0","0,828","1,0","0,517","1,0"
"425,0","0,828","1,0","0,517","1,0"
"426,0","0,828","1,0","0,517","1,0"
"427,0","0,828","1,0","0,517","1,0"
"428,0","0,828","1,0","0,517","1,0"
"429,0","0,828","1,0","0,517","1,0"
"430,0","0,828","1,0","0,517","1,0"
"431,0","0,828","1,0","0,517","1,0"
"432,0","0,828","1,0","0,517","1,0"
"433,0","0,828","1,0","0,517","1,0"
"434,0","0,828","1,0","0,517","1,0"
"435,0","0,828","1,0","0,517","1,0"
"436,0","0,828","1,0","0,517","1,0"
"437,0","0,828","1,0","0,517","1,0"
"438,0","0,828","1,0","0,517","0,809"
"439,0","0,828","1,0","0,517","0,809"
"440,0","0,828","1,0","0,517","0,809"
"441,0","0,828","1,0","0,517","0,809"
"442,0","0,828","1,0","0,638","0,809"
"443,0","0,828","1,0","0,638","0,809"
"444,0","0,828","1,0","0,638","0,712"
"445,0","0,828","1,0","0,638","0,712"
"446,0","0,828","1,0","0,638","0,712"
"447,0","0,828","1,0","0,540","0,712"
"448,0","0,828","1,0","0,540","0,712"
"449,0","0,828","1,0","0,540","0,712"
"450,0","0,828","1,0","0,540","0,712"
"451,0","0,828","1,0","0,540","0,712"
"452,0","0,828","1,0","0,540","0,712"
"453,0","0,828","1,0","0,540","0,712"
"454,0","0,828","1,0","0,540","0,712"
"455,0","0,828","1,0","0,540","0,712"
"456,0","0,828","1,0","0,420","0,712"
"457,0","0,828","1,0","0,420","0,712"
"458,0","0,828","1,0","0,420","0,712"
"459,0","0,828","1,0","0,420","0,712"
"460,0","0,828","1,0","0,420","0,712"
"461,0","0,828","1,0","0,540","0,712"
"462,0","0,828","1,0","0,540","0,712"
"463,0","0,828","1,0","0,540","0,712"
"464,0","0,828","1,0","0,540","0,712"
"465,0","0,828","1,0","0,540","0,712"
"466,0","0,828","1,0","0,540","0,712"
"467,0","0,828","1,0","0,540","0,712"
"468,0","0,828","1,0","0,540","0,712"
"469,0","0,828","1,0","0,540","0,712"
"470,0","0,828","1,0","0,540","0,712"
"471,0","0,828","1,0","0,540","0,712"
"472,0","0,828","1,0","0,540","0,712"
"473,0","0,828","1,0","0,540","0,712"
"474,0","0,828","1,0","0,540","0,712"
"475,0","0,828","1,0","0,540","0,712"
"476,0","0,828","1,0","0,540","0,712"
"477,0","0,828","1,0","0,540","0,712"
"478,0","0,828","1,0","0,540","0,712"
"479,0","0,828","1,0","0,540","0,712"
"480,0","0,828","1,0","0,540","0,712"
"481,0","0,828","1,0","0,540","0,712"
"482,0","0,828","1,0","0,540","0,712"
"483,0","0,828","1,0","0,540","0,712"
"484,0","0,828","1,0","0,540","0,712"
"485,0","0,828","1,0","0,540","0,712"
"486,0","0,828","1,0","0,540","0,712"
"487,0","0,828","1,0","0,540","0,712"
"488,0","0,828","1,0","0,540","0,712"
"489,0","0,828","1,0","0,540","0,712"
"490,0","0,828","1,0","0,540","0,712"
"491,0","0,828","1,0","0,540","0,712"
"492,0","0,828","1,0","0,540","0,712"
"493,0","0,828","1,0","0,540","0,712"
"494,0","0,828","1,0","0,540","0,712"
"495,0","0,828","1,0","0,540","0,712"
"496,0","0,828","1,0","0,540","0,712"
"497,0","0,828","1,0","0,540","0,712"
"498,0","0,828","1,0","0,540","0,712"
"499,0","0,828","1,0","0,540","0,540"
"500,0","0,828","1,0","0,540","0,540"
"501,0","0,828","1,0","0,540","0,712"
"502,0","0,828","1,0","0,540","0,712"
"503,0","0,828","1,0","0,540","0,712"
"504,0","0,828","1,0","0,540","0,712"
"505,0","0,828","1,0","0,540","0,712"
"506,0","0,828","1,0","0,540","0,712"
"507,0","0,828","1,0","0,540","0,712"
"508,0","0,828","1,0","0,540","0,712"
"509,0","0,828","1,0","0,540","0,712"
"510,0","0,828","1,0","0,540","0,712"
"511,0","0,638","1,0","0,540","0,712"
"512,0","0,638","1,0","0,540","0,712"
"513,0","0,638","1,0","0,540","0,712"
"514,0","0,638","1,0","0,540","0,809"
"515,0","0,638","1,0","0,540","0,809"
"516,0","0,638","1,0","0,540","0,809"
"517,0","0,638","1,0","0,540","0,809"
"518,0","0,638","1,0","0,540","0,809"
"519,0","0,809","1,0","0,540","0,809"
"520,0","0,809","1,0","0,540","0,809"
"521,0","0,809","1,0","0,540","0,809"
"522,0","0,809","1,0","0,540","0,809"
"523,0","0,809","1,0","0,540","0,809"
"524,0","0,809","1,0","0,540","0,809"
"525,0","0,809","1,0","0,540","0,809"
"526,0","0,809","1,0","0,540","0,809"
"527,0","0,809","1,0","0,540","0,809"
"528,0","0,809","1,0","0,540","0,809"
"529,0","0,809","1,0","0,540","0,809"
"530,0","0,809","1,0","0,540","0,809"
"531,0","0,809","1,0","0,540","0,809"
"532,0","0,809","1,0","0,540","0,809"
"533,0","0,809","1,0","0,540","0,809"
"534,0","0,809","1,0","0,540","0,809"
"535,0","0,809","1,0","0,540","0,809"
"536,0","0,809","1,0","0,540","0,809"
"537,0","0,809","1,0","0,540","0,809"
"538,0","1,0","1,0","0,712","0,809"
"539,0","1,0","1,0","0,712","0,809"
"540,0","1,0","1,0","0,712","0,809"
"541,0","1,0","1,0","0,712","0,809"
"542,0","1,0","1,0","0,712","0,809"
"543,0","1,0","1,0","0,712","0,809"
"544,0","1,0","1,0","0,712","0,809"
"545,0","1,0","1,0","0,712","0,809"
"546,0","1,0","1,0","0,712","0,809"
"547,0","1,0","1,0","0,712","0,809"
"548,0","1,0","1,0","0,712","0,809"
"549,0","1,0","1,0","0,712","0,809"
"550,0","1,0","1,0","0,712","0,809"
"551,0","1,0","1,0","0,712","0,809"
"552,0","1,0","1,0","0,712","0,809"
"553,0","1,0","1,0","0,712","0,809"
"554,0","1,0","1,0","0,712","0,809"
"555,0","1,0","1,0","0,712","0,809"
"556,0","1,0","1,0","0,712","0,809"
"557,0","1,0","1,0","0,712","0,809"
"558,0","1,0","1,0","0,712","0,809"
"559,0","1,0","1,0","0,712","0,809"
"560,0","1,0","1,0","0,712","0,809"
"561,0","1,0","1,0","0,712","0,809"
"562,0","1,0","1,0","0,712","0,809"
"563,0","1,0","1,0","0,712","0,809"
"564,0","1,0","1,0","0,712","0,809"
"565,0","1,0","1,0","0,712","0,809"
"566,0","1,0","1,0","0,712","0,809"
"567,0","1,0","1,0","0,712","0,809"
"568,0","1,0","1,0","0,712","0,809"
"569,0","1,0","1,0","0,712","0,809"
"570,0","1,0","1,0","0,712","0,809"
"571,0","1,0","1,0","0,712","0,809"
"572,0","0,902","1,0","0,712","0,809"
"573,0","0,902","1,0","0,712","0,809"
"574,0","0,902","1,0","0,591","0,809"
"575,0","0,902","1,0","0,591","0,809"
"576,0","0,902","1,0","0,591","0,809"
"577,0","0,902","1,0","0,591","0,809"
"578,0","0,902","1,0","0,591","0,809"
"579,0","0,902","1,0","0,591","0,809"
"580,0","0,902","1,0","0,591","0,809"
"581,0","0,902","1,0","0,591","0,809"
"582,0","0,902","1,0","0,591","0,809"
"583,0","0,902","1,0","0,591","0,809"
"584,0","0,902","1,0","0,591","0,809"
"585,0","0,902","1,0","0,591","0,809"
"586,0","0,902","1,0","0,591","0,809"
"587,0","0,902","1,0","0,591","0,809"
"588,0","0,902","1,0","0,591","0,809"
"589,0","0,902","1,0","0,591","0,809"
"590,0","0,902","1,0","0,591","0,809"
"591,0","0,902","1,0","0,591","0,809"
"592,0","0,902","1,0","0,591","0,809"
"593,0","0,902","1,0","0,591","0,809"
"594,0","0,902","1,0","0,591","0,809"
"595,0","0,902","1,0","0,591","0,809"
"596,0","0,902","1,0","0,591","0,809"
"597,0","0,902","1,0","0,712","0,809"
"598,0","0,902","1,0","0,712","0,809"
"599,0","0,902","1,0","0,712","0,809"
"600,0","0,902","1,0","0,712","0,809"
"601,0","0,902","1,0","0,712","0,712"
"602,0","0,902","1,0","0,591","0,712"
"603,0","0,902","1,0","0,591","0,712"
"604,0","0,902","1,0","0,591","0,712"
"605,0","0,902","1,0","0,591","0,712"
"606,0","0,902","1,0","0,591","0,712"
"607,0","0,902","1,0","0,591","0,712"
"608,0","0,902","1,0","0,591","0,712"
"609,0","0,902","1,0","0,591","0,712"
"610,0","0,902","1,0","0,591","0,712"
"611,0","0,902","1,0","0,591","0,712"
"612,0","0,902","1,0","0,591","0,712"
"613,0","0,902","1,0","0,591","0,712"
"614,0","0,902","1,0","0,591","0,712"
"615,0","0,902","1,0","0,591","0,712"
"616,0","0,902","1,0","0,591","0,712"
"617,0","0,902","1,0","0,591","0,712"
"618,0","0,902","1,0","0,591","0,712"
"619,0","0,902","1,0","0,591","0,712"
"620,0","0,902","1,0","0,591","0,712"
"621,0","0,902","1,0","0,591","0,712"
"622,0","0,902","1,0","0,591","0,712"
"623,0","0,902","1,0","0,591","0,712"
"624,0","0,902","1,0","0,591","0,712"
"625,0","0,902","1,0","0,591","0,712"
"626,0","0,902","1,0","0,591","0,712"
"627,0","0,902","1,0","0,591","0,712"
"628,0","0,902","1,0","0,591","0,712"
"629,0","0,902","1,0","0,591","0,712"
"630,0","0,902","1,0","0,591","0,712"
